0,12,88,46,12,87,28,56,40,66,76,14,32,22,22,52,41,81,4,12,71,36,11,59,31,84,69,33,14,86,50,72,40,28,64,62,18,0,18,64,
12,0,28,10,58,44,32,99,85,93,37,62,67,19,97,54,50,19,13,74,11,60,41,99,84,14,65,16,54,69,26,46,57,67,67,42,95,10,66,16,
88,28,0,94,54,77,76,30,87,87,30,78,34,56,38,66,78,50,86,40,18,50,55,13,25,10,54,61,34,50,37,56,7,30,71,35,83,76,35,40,
46,10,94,0,36,16,25,75,67,10,18,65,5,28,59,11,2,73,40,13,69,14,15,89,83,89,1,7,72,64,44,93,90,52,72,34,94,38,50,74,
12,58,54,36,0,98,79,73,72,27,49,98,4,12,35,36,73,20,34,42,53,85,87,60,26,6,74,44,20,95,41,17,6,71,62,60,56,3,36,4,
87,44,77,16,98,0,23,80,96,96,35,84,37,61,69,87,13,32,85,95,43,7,31,18,55,56,63,56,36,26,89,66,71,44,73,79,25,89,37,1,
28,32,76,25,79,23,0,86,93,31,81,59,64,18,22,18,78,3,6,5,16,15,49,44,87,56,96,74,9,80,75,83,52,12,74,19,3,57,2,50,
56,99,30,75,73,80,86,0,2,6,11,88,95,57,29,95,9,19,93,20,9,0,13,75,74,31,57,96,45,53,82,88,10,39,64,18,1,81,1,5,
40,85,87,67,72,96,93,2,0,63,96,29,10,80,44,30,55,9,66,58,84,45,60,12,85,90,58,39,94,75,55,25,8,87,28,32,36,6,10,61,
66,93,87,10,27,96,31,6,63,0,86,23,18,54,85,16,3,44,44,32,3,91,11,90,73,8,4,83,56,68,39,87,94,25,81,44,66,96,9,82,
76,37,30,18,49,35,81,11,96,86,0,14,42,3,40,20,26,25,56,70,93,87,33,19,93,12,4,97,92,93,79,10,34,0,62,12,21,62,58,77,
14,62,78,65,98,84,59,88,29,23,14,0,95,9,93,68,10,67,86,73,85,84,72,70,34,76,86,69,51,96,50,83,32,17,53,11,49,15,42,77,
32,67,34,5,4,37,64,95,10,18,42,95,0,94,83,16,92,75,84,74,75,62,14,51,73,96,81,62,39,35,84,87,36,30,5,2,46,22,14,68,
22,19,56,28,12,61,18,57,80,54,3,9,94,0,41,56,60,79,39,73,63,83,78,72,36,69,61,51,2,87,51,8,62,42,40,50,49,26,1,30,
22,97,38,59,35,69,22,29,44,85,40,93,83,41,0,66,45,79,48,93,1,2,75,18,79,80,89,77,90,55,14,90,69,9,71,16,81,26,82,46,
52,54,66,11,36,87,18,95,30,16,20,68,16,56,66,0,79,84,91,88,68,90,69,72,62,9,64,69,86,14,42,70,12,31,78,73,40,27,76,84,
